"","business_id","stars","alcohol","divey","casual","bikeparking","businessacceptscreditcards","goodforkids","dessert","latenight","lunch","dinner","brunch","hastv","restaurantsdelivery"
"2370","I22wQGTkLFGn6jTOhwoecQ",4,"none",0,1,1,1,1,0,1,1,1,0,1,0
"2374","AEYNihHmGIjmUciRFo3qwA",4,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,0
"2376","ZcYBeh-_ubSsZLJA97PSLA",3.5,"none",0,0,0,1,1,0,0,0,0,0,0,1
"2377","9iNZ2o5jt-zpdMoAOgd7_g",3.5,"none",0,1,0,1,1,0,0,0,0,0,1,1
"2379","px2l_fl2_LlVthj50T7o2g",3,"none",0,0,1,1,1,0,0,0,1,0,1,1
"2380","HshPHJ-OJ0rpVR-okV55Rg",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,0,0
"2385","o47aY911-1rK9tHeXOWxFg",4,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2386","dODimuyIJGIxER5uzX5WuQ",3.5,"none",0,1,1,1,1,0,1,1,1,0,1,0
"2389","ywtDqnrLeWzG7Q-9ORmSsA",4,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2395","N_ML37GOTOLtGKWqRnbJRA",3.5,"none",0,1,1,1,1,0,0,1,0,0,1,1
"2396","BHMqFvtguSDrZLQPtjZSuA",4,"none",0,1,1,1,1,0,0,1,1,0,0,0
"2398","biFv9mXsP0V4omBUy1Z-MA",3,"none",0,0,1,1,0,0,0,0,0,0,0,1
"2399","sYDc1TENwCKLHvprBa5rLw",3,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2400","pbeRNz7IU9rBqDOJcJf6LQ",4,"beerandwine",0,1,1,1,1,0,0,0,0,1,1,0
"2402","EGzsR_Tyd0QOaZ6g7wPl-w",4.5,"none",0,0,0,1,1,0,0,1,1,0,0,1
"2404","SJVrnBT80VtUScxxIofB-A",3.5,"none",0,0,1,1,0,0,0,0,0,0,0,0
"2405","Tr8TJnMoSgBvfZvmCx9-eQ",3,"fullbar",0,1,0,1,1,0,0,0,1,0,1,0
"2406","YhBigRwAFdRPIQxWDjZOrQ",4,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,1
"2408","n6u8lDrWBYkis8EQTwgOyA",4,"none",0,1,1,1,1,0,0,1,1,0,1,1
"2409","HNW4P0jAhXYRJ_op7OcWCw",3,"none",0,0,1,1,1,0,0,0,1,0,0,1
"2410","4cyhLsjKxhC0x5AjYjZBDw",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"2411","QyyDWCG4Z7z6fHYFPQVFnw",3,"none",0,1,1,1,1,0,0,1,0,0,0,0
"2412","XdhJ7PjfMjBmZwvKikWlkA",3.5,"none",0,1,1,1,1,0,0,1,0,0,1,1
"2418","xpAm-NN8JQbL5JdBal_Ptg",3,"none",0,1,1,1,1,0,1,1,1,1,0,0
"2419","_ZwDLtBopUHb6F2mIPFUJg",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2421","1SJiW_mW6IlEe7hqMTnjYg",4,"none",0,0,1,1,1,0,0,0,0,0,0,0
"2422","reMD4XrJSJ-bQ185AmZL3A",3,"none",0,1,1,1,1,0,0,0,0,0,0,0
"2424","AyNI6G0w3o51zp0tucE12A",3.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"2436","Qb1tuREKTsyVKO6DiDQXgg",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2438","HNQzTcyaW3PwJ2oC8vKWHw",2.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"2439","lQAGjzAA_D5d3i93xndl9w",2.5,"fullbar",0,0,0,1,1,0,0,0,0,0,1,0
"2440","of4V8nfW7GwJ03tLDdrOlA",3,"fullbar",0,1,0,1,1,0,0,1,0,0,1,0
"2443","VIxWlFefTnFQPkAvDNURjg",2.5,"none",0,1,1,1,1,0,0,0,1,0,0,1
"2446","safPeH-s-P56V6wt6G0sFg",3.5,"none",0,1,1,1,1,0,0,0,1,0,0,1
"2448","VR2LTEsJByan97fcYRkl5w",4,"beerandwine",0,1,1,1,1,0,0,0,0,1,1,0
"2454","4NkEWTs76FplOihc-qyBZQ",4.5,"none",0,0,0,1,1,0,0,0,0,0,0,1
"2461","FB2iUwS4-LMLBQVyLZmZfQ",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2467","QcV8KIPKbGRnWQPql55bKQ",2.5,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2468","dWJ7fG8Egp3Ips6j0T7Unw",3.5,"none",0,1,1,1,1,0,0,1,0,0,1,1
"2473","0xtBEP5zCu1153SoqqemLw",4.5,"none",0,1,1,1,1,0,0,1,0,0,1,0
"2477","xFuyA5is_lLo28-fTUQjPA",3,"none",0,0,1,1,1,0,0,0,0,0,0,0
"2479","lVfZ2AaYRYHCFenUMQna8g",4,"none",0,1,1,1,1,0,0,1,1,0,0,0
"2480","LpGCzgAKNSpzDNEUMVVtZA",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2481","xFN8mRubo3G0oIzJwc8XBA",2.5,"none",1,0,1,1,1,0,0,1,0,0,0,0
"2483","E3zvCzX7gquT9srY4pUwLg",4.5,"none",1,1,1,1,1,0,0,1,0,0,0,0
"2486","6Na0jTJjX5GQY_ZJ53G02A",4,"none",0,1,1,1,1,0,0,1,1,0,1,1
"2487","5BKP0DY4K79h9sd7THpeBw",4,"beerandwine",0,1,1,1,1,0,0,0,1,0,1,0
"2488","Y3RWEmu4ykuc2LvG3Qv9Ew",3.5,"none",0,1,1,1,1,0,0,0,0,0,0,1
"2493","LJQCv30PCIpC3FnvHF5mXQ",3.5,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"2498","10ELp0f3kgGfXPQNQq77ew",4.5,"none",0,0,1,1,1,0,0,1,0,0,1,0
"2499","phTLTkqSvylLkmz5wAwhTw",3,"none",1,0,1,1,1,0,0,0,0,0,1,1
"2507","9Z_6rRy7Tl_C6HIgm7y6FA",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"2509","uLUl_dMl6a9m774LGReDVA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,0,0
